Main ID,Incident Date,Incident Year,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,lat,long
2017.MMP00304,2017-04-16,2017,April,13,20,33,,2,4,1,Drowning,35.0991392,13.0488502
2017.MMP00305,2017-04-16,2017,April,2,,2,,,,,Drowning,34.42282631,13.15420126
2017.MMP00306,2017-04-16,2017,April,7,,7,,,,,Drowning,36.3478548,14.4455093
2017.MMP00310,2017-04-18,2017,April,,30,30,,,,,Drowning,35.0991392,13.0488502
2017.MMP00311,2017-04-18,2017,April,4,,4,,,,,Vehicle accident / death linked to hazardous transport,35.0991392,13.0488502
2017.MMP00312,2017-04-18,2017,April,,10,10,,,,,Drowning,35.0991392,13.0488502
2017.MMP00313,2017-04-18,2017,April,,7,7,,,,,Drowning,35.0991392,13.0488502
2017.MMP00314,2017-04-18,2017,April,,17,17,,,,,Drowning,35.0991392,13.0488502
"2017.MMP00315,2017-04-18,2017,April,28,,28,,4,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",32.791284,12.4152649"
2017.MMP00316,2017-04-18,2017,April,,35,35,,,,,Drowning,35.0991392,13.0488502
2017.MMP00324,2017-04-23,2017,April,1,,1,,1,,,Mixed or unknown,35.0991392,13.0488502
2017.MMP00325,2017-04-24,2017,April,16,7,23,2,6,8,2,Drowning,39.3660851,26.1667672
2017.MMP00332,2017-04-26,2017,April,1,,1,,,,,Mixed or unknown,32.1125451,23.9335781
2017.MMP00343,2017-05-01,2017,May,6,,6,,,,,Drowning,32.9739028,13.3421741
2017.MMP00344,2017-05-02,2017,May,1,,1,,,,,Drowning,33.1052674,11.7097945
2017.MMP00350,2017-05-03,2017,May,19,,19,,,,,Drowning,31.84297831,18.04763026
2017.MMP00351,2017-05-04,2017,May,1,,1,,,1,,Violence,30.37566359,19.03639979
2017.MMP00359,2017-05-07,2017,May,,82,82,50,,,,Drowning,35.5321535,12.7423968
2017.MMP00360,2017-05-07,2017,May,11,102,113,7,41,,10,Drowning,32.7812306,12.6964611
2017.MMP00375,2017-05-15,2017,May,7,13,20,484,2,5,,Mixed or unknown,35.20506085,13.30281545
2017.MMP00376,2017-05-15,2017,May,,1,1,6,,,,Drowning,35.84634379,-5.77640296
2017.MMP00380,2017-05-16,2017,May,1,,1,,1,,,Drowning,32.80431419,12.49050618
2017.MMP00381,2017-05-16,2017,May,1,,1,,,,,Drowning,32.89190875,13.18677257
2017.MMP00382,2017-05-16,2017,May,2,,2,,1,1,,Drowning,32.79183778,12.719922
2017.MMP00385,2017-05-17,2017,May,2,,2,,,,,Drowning,32.89825083,13.17921947
2017.MMP00389,2017-05-19,2017,May,1,1,2,,,2,,Drowning,33.93416882,12.98161563
2017.MMP00390,2017-05-19,2017,May,,1,1,24,,,,Drowning,35.3142067,-2.9471167
2017.MMP00392,2017-05-19,2017,May,2,154,156,4,,2,,Drowning,33.10325838,13.03502391
2017.MMP00402,2017-05-24,2017,May,,1,1,,,1,,Mixed or unknown,37.34130915,12.28234431
2017.MMP00406,2017-05-25,2017,May,2,,2,,,,,Mixed or unknown,34.40469936,13.19814657
2017.MMP00407,2017-05-26,2017,May,1,,1,,,,,Mixed or unknown,35.2655099,13.2591025
2017.MMP00408,2017-05-26,2017,May,,82,82,,,,,Drowning,34.11413452,13.01137899
2017.MMP00411,2017-05-26,2017,May,1,,1,,1,,,Drowning,32.795371,12.566804
2017.MMP00416,2017-05-27,2017,May,2,18,20,,,,1,Drowning,33.23486391,12.46703829
2017.MMP00417,2017-05-27,2017,May,33,24,57,,13,,7,Drowning,34.4968003,14.8203836
2017.MMP00418,2017-05-27,2017,May,1,,1,126,,,,Mixed or unknown,36.0163981,11.3382081
2017.MMP00422,2017-05-28,2017,May,7,,7,,,,,Drowning,33.252103,12.959175
2017.MMP00429,2017-05-29,2017,May,,10,10,,,,,Mixed or unknown,34.39995611,13.88848725
2017.MMP00430,2017-05-29,2017,May,10,10,20,,2,8,,Drowning,34.3790092,15.2488504
2017.MMP00443,2017-05-31,2017,May,13,,13,,,,,Mixed or unknown,34.01905714,10.04973655
2017.MMP00452,2017-06-03,2017,June,4,,4,125,1,,,Mixed or unknown,36.63834894,13.1291587
2017.MMP00456,2017-06-04,2017,June,19,,19,,9,8,2,Drowning,33.5171255,11.1163723
2017.MMP00457,2017-06-04,2017,June,2,,2,,,2,,Drowning,33.881101,10.8658187
2017.MMP00468,2017-06-09,2017,June,1,,1,,,1,1,Drowning,36.7463917,-2.1710412
2017.MMP00469,2017-06-09,2017,June,1,,1,,,1,,Drowning,36.9535799,-1.9029405
2017.MMP00471,2017-06-09,2017,June,1,,1,,,1,,Violence,32.8768429,13.1020327
2017.MMP00472,2017-06-10,2017,June,8,52,60,79,,6,2,Drowning,33.74674152,12.90189454
2017.MMP00473,2017-06-10,2017,June,8,,8,,6,2,,Drowning,34.8293173,11.8660779
2017.MMP00474,2017-06-10,2017,June,1,,1,,,,,Drowning,34.89587354,14.06267391
2017.MMP00475,2017-06-10,2017,June,1,,1,,,1,,Drowning,34.89587354,14.06267391
2017.MMP00482,2017-06-12,2017,June,2,,2,,,2,,Drowning,32.7917479,13.6921318
2017.MMP00483,2017-06-12,2017,June,2,,2,,,2,,Drowning,35.3142067,-2.944928
2017.MMP00484,2017-06-13,2017,June,1,,1,,1,,,Mixed or unknown,35.50448413,13.31546174
2017.MMP00485,2017-06-13,2017,June,1,,1,,,,,Drowning,32.81566588,12.45651353
2017.MMP00489,2017-06-15,2017,June,3,,3,,,,,Drowning,32.8214694,12.9502941
2017.MMP00490,2017-06-15,2017,June,4,,4,,,,,Drowning,32.7924885,12.7632621
2017.MMP00491,2017-06-15,2017,June,,126,126,4,,,,Drowning,32.15089731,17.73038778
2017.MMP00499,2017-06-16,2017,June,5,,5,,,,,Mixed or unknown,37.5748421,-1.0213542
2017.MMP00500,2017-06-16,2017,June,8,,8,,,,,Drowning,32.7933071,12.6561106
2017.MMP00501,2017-06-17,2017,June,2,108,110,25,,,,Drowning,32.8622936,12.530664
2017.MMP00502,2017-06-17,2017,June,5,,5,135,,,,Drowning,32.8622936,12.530664
2017.MMP00503,2017-06-17,2017,June,2,,2,,1,1,,Drowning,32.8469698,12.6605155
2017.MMP00516,2017-06-18,2017,June,7,,7,,,,,Drowning,32.8447102,12.592091
2017.MMP00518,2017-06-18,2017,June,9,,9,,,,,Drowning,32.8864058,13.3787551
2017.MMP00521,2017-06-19,2017,June,,7,7,,,,,Drowning,34.1847448,11.8777545
2017.MMP00523,2017-06-20,2017,June,3,,3,,,,,Drowning,32.9366507,12.087716
2017.MMP00524,2017-06-20,2017,June,1,,1,,,1,,Drowning,35.8255136,-5.7245056
2017.MMP00533,2017-06-21,2017,June,18,,18,2,,,,Drowning,32.750388,13.7145856
2017.MMP00534,2017-06-21,2017,June,5,,5,,,5,,Drowning,32.8596005,13.4340859
2017.MMP00537,2017-06-22,2017,June,1,,1,71,,,,Drowning,35.3621456,16.32440644
2017.MMP00539,2017-06-24,2017,June,1,,1,,,,,Drowning,32.8631624,13.4367761
2017.MMP00545,2017-06-25,2017,June,2,,2,229,,,,Mixed or unknown,34.8505039,17.5484844
2017.MMP00547,2017-06-26,2017,June,3,,3,,,,,Drowning,31.6249141,17.2623651
2017.MMP00548,2017-06-26,2017,June,1,,1,,,,,Drowning,32.8133431,12.8824822
2017.MMP00559,2017-06-27,2017,June,7,,7,,,,,Drowning,32.8798342,13.36196
2017.MMP00563,2017-06-27,2017,June,1,,1,,,,,Drowning,32.90699434,14.34497598
2017.MMP00564,2017-06-28,2017,June,29,,29,,2,27,,Drowning,32.8621454,13.4312263
2017.MMP00565,2017-06-28,2017,June,1,,1,,,,1,Sickness / lack of access to adequate healthcare,32.8154645,14.6238346
2017.MMP00566,2017-06-28,2017,June,2,,2,,,,,Mixed or unknown,35.3611369,14.7492973
2017.MMP00569,2017-06-28,2017,June,2,,2,,,,,Drowning,32.8053875,12.65853
2017.MMP00572,2017-06-29,2017,June,1,,1,,,,,Drowning,32.8058871,12.5307519
2017.MMP00578,2017-06-30,2017,June,,60,60,80,,,,Drowning,36.0020933,12.0404865
2017.MMP00579,2017-06-30,2017,June,1,,1,,,1,,Mixed or unknown,35.6435454,12.3563434
2017.MMP00584,2017-06-30,2017,June,10,,10,,,,,Drowning,33.5143033,11.0987311
2017.MMP00594,2017-07-01,2017,July,9,,9,,6,3,,Drowning,34.8229616,13.7016523
2017.MMP00600,2017-07-03,2017,July,4,,4,,,4,,Drowning,32.8676549,13.4181278
2017.MMP00602,2017-07-04,2017,July,,49,49,3,,,,Drowning,35.9394333,-3.038769
2017.MMP00615,2017-07-08,2017,July,,35,35,65,,,7,Drowning,33.6262223,12.9583415
2017.MMP00619,2017-07-10,2017,July,1,,1,,,1,,Drowning,32.8746462,13.1334899
2017.MMP00629,2017-07-11,2017,July,3,,3,48,,,,Drowning,35.2873046,-3.8708433
2017.MMP00631,2017-07-12,2017,July,1,,1,,,1,,Drowning,36.63245643,-4.45025054
2017.MMP00638,2017-07-15,2017,July,1,,1,,,1,,Drowning,36.56700096,-4.58561481
2017.MMP00641,2017-07-16,2017,July,1,,1,,,1,,Drowning,37.13626491,-1.82402224
2017.MMP00656,2017-07-20,2017,July,1,,1,,,1,,Drowning,32.81255856,12.4548436
2017.MMP00675,2017-07-25,2017,July,13,3,16,167,8,,,Vehicle accident / death linked to hazardous transport,34.11027342,12.64727601
2017.MMP00677,2017-07-25,2017,July,2,,2,,,,,Drowning,32.89585804,13.18927836
2017.MMP00683,2017-07-27,2017,July,8,,8,9,2,,5,Drowning,38.33222583,26.23782722
2017.MMP00692,2017-07-31,2017,July,1,,1,,,1,,Drowning,35.9818229,-5.61715264
2017.MMP00694,2017-08-01,2017,August,8,,8,119,3,5,,Mixed or unknown,33.72280155,12.56487855
2017.MMP00704,2017-08-06,2017,August,8,,8,,,,,Mixed or unknown,32.8126881,12.45780945
2017.MMP00707,2017-08-07,2017,August,2,,2,,,2,,Drowning,32.79304852,12.72688316
2017.MMP00715,2017-08-09,2017,August,1,,1,11,,1,,Drowning,35.91755606,-5.37368802
2017.MMP00790,2017-08-27,2017,August,5,,5,,,5,,Drowning,32.65642736,14.27488918
2017.MMP00795,2017-08-30,2017,August,,120,120,1,25,95,,Drowning,33.45539395,11.52050212
2017.MMP00804,2017-08-31,2017,August,5,,5,38,7,,,Drowning,35.27209876,-2.88728553
2017.MMP00804,2017-08-31,2017,August,2,,2,,,,,Drowning,35.27209876,-2.88728553
2017.MMP00851,2017-09-11,2017,September,1,,1,,,1,,Mixed or unknown,32.66827766,14.27763577
2017.MMP00852,2017-09-11,2017,September,,3,3,4,,,,Drowning,35.96088265,-5.38654398
2017.MMP00863,2017-09-13,2017,September,1,6,7,3,,,,Drowning,36.636454,-2.450853
2017.MMP00877,2017-09-15,2017,September,1,,1,139,2,1,1,Mixed or unknown,33.62217768,12.90569377
2017.MMP00877,2017-09-15,2017,September,2,,2,,,,,Drowning,33.62217768,12.90569377
2017.MMP00911,2017-09-20,2017,September,7,90,97,40,,,,Drowning,33.571206,12.39065145
2017.MMP00926,2017-09-24,2017,September,2,,2,4,,2,,Violence,35.268595,-2.93723899
2017.MMP00942,2017-09-28,2017,September,1,,1,5,1,,1,Mixed or unknown,36.1444801,29.5861581
2017.MMP00954,2017-09-30,2017,September,1,,1,,,1,,Drowning,33.50753877,11.15681395
2017.MMP00958,2017-10-01,2017,October,2,,2,,2,,,Mixed or unknown,33.890316,13.1176758
2017.MMP00959,2017-10-01,2017,October,3,,3,,,2,1,Vehicle accident / death linked to hazardous transport,33.17509258,12.47698792
2017.MMP00960,2017-10-01,2017,October,1,,1,,1,,,Mixed or unknown,34.39949154,13.62304688
2017.MMP00967,2017-10-03,2017,October,,68,68,52,,,,Drowning,33.43557776,13.21331096
2017.MMP00982,2017-10-08,2017,October,19,30,49,38,,8,,Drowning,34.75781306,11.74771303
2017.MMP00989,2017-10-11,2017,October,4,,4,,,,,Drowning,34.83005261,10.86988288
2017.MMP00994,2017-10-13,2017,October,28,,28,,,,,Drowning,32.6578726,14.28312893
2017.MMP01000,2017-10-15,2017,October,,1,1,23,,,,Drowning,34.2777158,12.12341309
2017.MMP01010,2017-10-16,2017,October,1,,1,,,,,Drowning,34.59424343,10.65355314
2017.MMP01020,2017-10-19,2017,October,1,,1,,,1,,Drowning,32.82654591,12.89862671
2017.MMP01042,2017-10-22,2017,October,8,,8,,,,,Drowning,32.67983741,14.29960842
2017.MMP01043,2017-10-22,2017,October,1,,1,17,,1,,Drowning,35.28288879,-2.91330835
2017.MMP01064,2017-10-26,2017,October,1,,1,,,1,,Mixed or unknown,35.29115659,-2.92762596
2017.MMP01071,2017-11-04,2017,November,1,,1,,1,,,Vehicle accident / death linked to hazardous transport,35.83966105,-5.78726241
2017.MMP01071,2017-10-29,2017,October,2,3,5,48,1,1,,Drowning,35.83966105,-5.78726241
2017.MMP01074,2017-10-30,2017,October,2,,2,12,,2,,Drowning,36.07641542,0.04538102
2017.MMP01084,2017-11-01,2017,November,8,,8,142,,,,Mixed or unknown,33.6901385,12.66174316
2017.MMP01090,2017-11-03,2017,November,3,7,10,15,1,,,Drowning,37.03118701,27.12606879
2017.MMP01091,2017-11-03,2017,November,,53,53,,,,,Drowning,34.00014846,13.05352631
2017.MMP01091,2017-11-03,2017,November,23,,23,64,23,,,Drowning,34.00014846,13.05352631
2017.MMP01092,2017-11-03,2017,November,3,11,14,,3,,,Mixed or unknown,34.07838046,13.08147502
2017.MMP01099,2017-11-06,2017,November,6,28,34,106,,1,1,Drowning,34.34185915,13.82854533
2017.MMP01100,2017-11-06,2017,November,2,2,4,,1,1,2,Drowning,39.34319856,26.37539279
2017.MMP01106,2017-11-07,2017,November,1,,1,10,,,,Mixed or unknown,35.8752777,-5.6966252
2017.MMP01112,2017-11-09,2017,November,2,,2,,,2,,Drowning,35.77715415,-5.78983733
2017.MMP01124,2017-11-12,2017,November,2,,2,,,,,Drowning,32.8219298,12.89862671
2017.MMP01144,2017-11-16,2017,November,1,,1,,,,,Drowning,32.81154268,12.89725342
2017.MMP01152,2017-11-17,2017,November,2,2,4,,,1,,Drowning,36.10193986,0.05774064
2017.MMP01157,2017-11-19,2017,November,3,1,4,21,,2,1,Drowning,35.90491742,-5.29158407
2017.MMP01172,2017-11-23,2017,November,1,20,21,,1,,,Mixed or unknown,34.06017917,13.05950236
2017.MMP01178,2017-11-25,2017,November,31,,31,60,18,,3,Drowning,32.80195944,13.72078687
2017.MMP01179,2017-11-25,2017,November,1,,1,,,1,,Drowning,35.98876804,-5.61131616
2017.MMP01180,2017-11-25,2017,November,1,,1,,,,,Drowning,36.17883247,-5.90978622
2017.MMP01181,2017-11-25,2017,November,6,,6,,,,,Drowning,35.85055928,-5.67950354
2017.MMP01182,2017-11-25,2017,November,1,,1,66,,1,1,Vehicle accident / death linked to hazardous transport,39.11792649,26.5843972
2017.MMP01189,2017-11-27,2017,November,1,,1,,,1,,Mixed or unknown,35.29038749,-2.9265919
2017.MMP01194,2017-11-28,2017,November,1,,1,,,1,,Drowning,36.08247099,-6.02600098
2017.MMP01197,2017-11-29,2017,November,3,1,4,2,,,,Drowning,35.97015368,-5.60307641
2017.MMP01201,2017-11-30,2017,November,,28,28,6,4,23,1,Drowning,35.92856441,-5.8935363
2017.MMP01212,2017-12-03,2017,December,,3,3,18,,,,Drowning,35.87639046,-5.81198164
2017.MMP01216,2017-12-04,2017,December,1,,1,,,1,1,Drowning,36.15961671,0.13464494
2017.MMP01217,2017-12-04,2017,December,3,,3,40,1,2,,Drowning,35.31798402,-6.32317765
2017.MMP01218,2017-12-04,2017,December,1,,1,35,,1,,Drowning,36.68466409,-3.86216132
2017.MMP01236,2017-12-08,2017,December,3,5,8,4,,3,,Drowning,36.94919521,8.44850953
2017.MMP01261,2017-12-13,2017,December,,2,2,31,,,,Drowning,36.2144014,-3.4195527
2017.MMP01265,2017-12-14,2017,December,1,,1,68,,,,Drowning,35.9389086,-3.1805963
2017.MMP01268,2017-12-15,2017,December,1,,1,4,,1,,Mixed or unknown,36.12509567,-5.16951166
2017.MMP01278,2017-12-16,2017,December,,3,3,20,,,,Drowning,35.88283311,-5.80309974
2017.MMP01304,2017-12-22,2017,December,1,,1,,,1,,Drowning,35.87804972,-5.32797217
2017.MMP01305,2017-12-22,2017,December,1,,1,,,,,Drowning,32.92640983,13.11306071
2017.MMP01317,2017-12-25,2017,December,1,,1,,,1,1,Drowning,38.43018903,27.10231392
2017.MMP01344,2017-02-19,2017,February,6,,6,,,,,Drowning,32.7812306,12.6964611
2018.MMP00010,2018-01-04,2018,January,1,,1,,,1,,Drowning,36.7846768,-6.5809352
2018.MMP00011,2018-01-05,2018,January,4,,4,4,,,,Drowning,35.8805383,-5.5195052
2018.MMP00013,2018-01-06,2018,January,8,56,64,86,6,2,5,Mixed or unknown,34.0783805,13.2682426
2018.MMP00015,2018-01-07,2018,January,2,10,12,270,2,,,Drowning,32.9830023,13.7688521
2018.MMP00018,2018-01-09,2018,January,,100,100,279,,,,Drowning,33.4612462,14.6304477
2018.MMP00019,2018-01-09,2018,January,3,8,11,43,,,,Drowning,35.8910058,-5.6593323
2018.MMP00026,2018-01-12,2018,January,1,,1,,,1,,Drowning,36.8012722,3.5686162
2018.MMP00028,2018-01-13,2018,January,1,,1,,,1,,Drowning,36.0586544,0.0618605
2018.MMP00041,2018-01-16,2018,January,3,,3,,,3,2,Mixed or unknown,33.4160932,13.213311
2018.MMP00042,2018-01-16,2018,January,2,,2,17,1,1,,Drowning,35.852954,-0.8147553
2018.MMP00058,2018-01-20,2018,January,2,,2,34,,,,Drowning,35.9405764,-3.1212015
2018.MMP00064,2018-01-21,2018,January,1,,1,,,1,,Drowning,32.7912611,13.7360765
2018.MMP00075,2018-01-23,2018,January,3,,3,57,,,,Drowning,35.3592363,-2.6446857
2018.MMP00076,2018-01-23,2018,January,,1,1,11,1,,1,Drowning,35.8057743,-0.8035854
2018.MMP00088,2018-01-26,2018,January,2,,2,,1,1,,Drowning,36.2807903,0.0947116
2018.MMP00095,2018-01-27,2018,January,2,32,34,96,2,,3,Drowning,34.7509219,13.5351563
2018.MMP00095,2018-01-28,2018,January,1,,1,,1,,,Mixed or unknown,34.7509219,13.5351563
2018.MMP00118,2018-02-01,2018,February,1,,1,,,1,,Drowning,39.103075,26.5656861
2018.MMP00119,2018-02-01,2018,February,,68,68,3,,,,Drowning,33.2456355,12.2478292
2018.MMP00119,2018-02-01,2018,February,1,,1,,,,,Drowning,33.2456355,12.2478292
2018.MMP00119,2018-02-01,2018,February,13,18,31,,1,1,2,Drowning,33.2456355,12.2478292
2018.MMP00127,2018-02-03,2018,February,21,26,47,1,8,31,5,Drowning,35.5831866,-2.795275
2018.MMP00146,2018-02-08,2018,February,1,,1,,,,,Drowning,36.18577519,0.259513731
"2018.MMP00148,2018-02-09,2018,February,3,,3,32,,3,,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.74632019,-3.214241932"
2018.MMP00149,2018-02-09,2018,February,7,,7,,,,,Drowning,32.93844311,12.08715414
2018.MMP00151,2018-02-10,2018,February,1,,1,,,1,,Drowning,36.72984347,2.792090734
2018.MMP00153,2018-02-11,2018,February,,5,5,29,,,,Drowning,35.58515367,-2.957796002
2018.MMP00154,2018-02-11,2018,February,1,,1,,,,,Drowning,36.42429169,0.620750723
2018.MMP00158,2018-02-12,2018,February,1,,1,,1,,1,Drowning,35.9497662,-5.309639688
2018.MMP00159,2018-02-12,2018,February,1,,1,,,1,,Drowning,36.48042097,-4.740933307
2018.MMP00165,2018-02-13,2018,February,1,,1,,,1,,Drowning,35.97121609,0.070161184
2018.MMP00174,2018-02-14,2018,February,2,,2,,,2,,Drowning,35.49472854,-1.244925427
2018.MMP00178,2018-02-15,2018,February,11,,11,,,,,Drowning,32.94074816,12.08166097
2018.MMP00179,2018-02-15,2018,February,1,,1,,,1,,Drowning,35.57982925,-1.163521321
2018.MMP00182,2018-02-15,2018,February,2,,2,,,2,,Drowning,35.7174625,-0.893899332
2018.MMP00185,2018-02-16,2018,February,1,,1,,,,,Drowning,32.79651175,12.73374962
2018.MMP00186,2018-02-16,2018,February,1,,1,,,,,Drowning,32.90681178,13.18447184
2018.MMP00187,2018-02-16,2018,February,1,,1,,,,,Drowning,35.64607412,-1.075810897
2018.MMP00189,2018-02-17,2018,February,1,,1,,,,,Drowning,36.6544039,0.924694723
2018.MMP00195,2018-02-18,2018,February,2,,2,,,,,Drowning,35.59581336,-1.186008961
2018.MMP00198,2018-02-19,2018,February,1,,1,,,1,,Mixed or unknown,32.71914463,14.17176853
2018.MMP00207,2018-02-21,2018,February,2,,2,,1,1,,Drowning,35.40687907,-1.395759438
2018.MMP00223,2018-02-25,2018,February,1,,1,,,1,,Drowning,36.1509958,-5.3378834
2018.MMP00224,2018-02-26,2018,February,1,,1,,,1,,Sickness / lack of access to adequate healthcare,36.0082459,-5.603763054
2018.MMP00233,2018-02-28,2018,February,1,,1,,,1,,Drowning,35.6120715,-1.170012647
2018.MMP00246,2018-03-03,2018,March,3,,3,2,2,1,,Drowning,35.91540119,-5.380983631
2018.MMP00247,2018-03-03,2018,March,,,0,,,,,Drowning,33.44274446,12.57012788
2018.MMP00247,2018-03-03,2018,March,,21,21,30,4,17,,Drowning,33.44274446,12.57012788
2018.MMP00259,2018-03-08,2018,March,1,,1,,,1,,Drowning,36.62658052,-6.383661709
2018.MMP00272,2018-03-12,2018,March,1,,1,,,1,,Sickness / lack of access to adequate healthcare,36.83992253,14.76583753
2018.MMP00286,2018-03-15,2018,March,12,,12,22,,,,Drowning,35.51997054,-2.645016567
2018.MMP00294,2018-03-17,2018,March,8,,8,,,,5,Drowning,37.46285574,27.01084007
2018.MMP00294,2018-03-17,2018,March,2,3,5,3,5,11,,Drowning,37.46285574,27.01084007
2018.MMP00294,2018-03-17,2018,March,6,,6,,,,4,Drowning,37.46285574,27.01084007
2018.MMP00297,2018-03-18,2018,March,1,,1,,,1,,Drowning,36.61900306,-6.364435634
2018.MMP00308,2018-03-20,2018,March,1,,1,,,1,,Drowning,32.90839706,13.25674128
2018.MMP00352,2018-03-29,2018,March,,7,7,,,7,,Drowning,35.96199421,-5.382424111
2018.MMP00359,2018-03-31,2018,March,1,,1,,,,,Drowning,35.40012296,-1.25878494
2018.MMP00363,2018-04-01,2018,April,1,,1,,,1,,Drowning,35.72482661,-1.134878621
2018.MMP00364,2018-04-01,2018,April,1,,1,,,1,,Drowning,35.30734203,-3.957839329
2018.MMP00365,2018-04-01,2018,April,4,7,11,1,,,,Drowning,35.97755439,-5.768318887
2018.MMP00371,2018-04-02,2018,April,1,,1,,,1,,Drowning,35.63536979,-1.325146605
2018.MMP00378,2018-04-06,2018,April,1,,1,,,1,,Drowning,36.00737801,-5.595094155
2018.MMP00381,2018-04-06,2018,April,1,,1,,,1,1,Vehicle accident / death linked to hazardous transport,35.89611993,-5.321322895
2018.MMP00391,2018-04-09,2018,April,2,30,32,10,,,,Drowning,35.56532431,-6.015228714
2018.MMP00391,2018-04-09,2018,April,4,,4,,,,,Drowning,35.56532431,-6.015228714
2018.MMP00410,2018-04-13,2018,April,1,,1,,,1,,Sickness / lack of access to adequate healthcare,35.89855814,-5.37445346
2018.MMP00412,2018-04-14,2018,April,1,,1,,,1,,Sickness / lack of access to adequate healthcare,35.8985929,-5.373166
2018.MMP00446,2018-04-22,2018,April,10,,10,,,10,1,Drowning,32.89792474,12.63608478
2018.MMP00446,2018-04-22,2018,April,1,,1,,,1,,Drowning,32.89792474,12.63608478
2018.MMP00465,2018-04-25,2018,April,5,12,17,17,,,,Drowning,35.71956581,-3.226601551
2018.MMP00475,2018-04-29,2018,April,16,3,19,19,,,,Drowning,35.82289506,-0.796902518
2018.MMP00485,2018-04-30,2018,April,2,,2,,,2,,Drowning,32.79503327,13.71495039
2018.MMP00486,2018-04-30,2018,April,1,,1,,1,,,Drowning,32.8631319,13.43264627
2018.MMP00487,2018-04-30,2018,April,6,,6,,,5,1,Drowning,32.94247691,12.08715414
2018.MMP00503,2018-05-06,2018,May,1,3,4,114,,,,Drowning,34.16932821,13.41106486
2018.MMP00521,2018-05-10,2018,May,1,,1,,1,,,Mixed or unknown,35.27422982,-2.984685136
2018.MMP00531,2018-05-12,2018,May,1,,1,,,1,,Drowning,32.672917,14.27339206
2018.MMP00533,2018-05-13,2018,May,9,,9,,,2,,Drowning,35.47317736,34.29375677
2018.MMP00539,2018-05-14,2018,May,7,,7,12,,,3,Drowning,39.45885838,26.05864419
2018.MMP00584,2018-05-24,2018,May,5,13,18,12,2,2,,Drowning,34.52256837,-6.495380874
2018.MMP00591,2018-05-25,2018,May,,3,3,400,,3,,Drowning,33.83233352,13.67473674
2018.MMP00591,2018-05-25,2018,May,,2,2,,,2,2,Drowning,33.83233352,13.67473674
2018.MMP00594,2018-05-26,2018,May,1,,1,,,1,,Sickness / lack of access to adequate healthcare,34.3100048,13.90230876
2018.MMP00608,2018-05-29,2018,May,1,1,2,3,,,,Drowning,35.97432145,-5.63191552
2018.MMP00623,2018-06-02,2018,June,18,28,46,68,6,6,,Drowning,34.87422303,11.53622621
2018.MMP00623,2018-06-02,2018,June,64,,64,,,,,Drowning,34.87422303,11.53622621
2018.MMP00623,2018-06-02,2018,June,2,,2,,,2,,Drowning,34.87422303,11.53622621
2018.MMP00624,2018-06-02,2018,June,,1,1,41,,1,,Drowning,35.69860948,-4.792843716
2018.MMP00625,2018-06-02,2018,June,2,,2,,1,1,,Drowning,35.79539621,-5.834297623
2018.MMP00627,2018-06-02,2018,June,9,1,10,5,1,2,6,Drowning,36.15949819,29.87097338
2018.MMP00634,2018-06-03,2018,June,1,,1,,,1,,Drowning,36.64170562,5.245392576
2018.MMP00657,2018-06-08,2018,June,,1,1,119,,,,Drowning,33.44274446,13.29522553
2018.MMP00660,2018-06-09,2018,June,,1,1,229,,2,,Drowning,33.90510191,12.73483664
2018.MMP00660,2018-06-09,2018,June,,1,1,,,,,Drowning,33.90510191,12.73483664
2018.MMP00669,2018-06-10,2018,June,1,,1,49,,4,,Drowning,35.50720421,-2.740343394
2018.MMP00669,2018-06-10,2018,June,3,,3,,,,,Drowning,35.50720421,-2.740343394
2018.MMP00676,2018-06-11,2018,June,2,,2,937,1,1,,Drowning,34.53671416,13.10870179
2018.MMP00685,2018-06-12,2018,June,,76,76,41,15,,1,Drowning,33.30144056,12.5264264
2018.MMP00699,2018-06-14,2018,June,1,,1,11,,1,,Drowning,36.00866555,-5.398903604
2018.MMP00700,2018-06-15,2018,June,4,,4,,,,,Drowning,36.01033187,-5.441475625
2018.MMP00710,2018-06-17,2018,June,2,41,43,4,,1,,Drowning,36.47522782,-2.230208148
2018.MMP00711,2018-06-17,2018,June,1,,1,523,,,,Drowning,33.90991971,12.88897523
2018.MMP00718,2018-06-18,2018,June,5,,5,115,2,3,,Drowning,33.90018296,13.37837628
2018.MMP00721,2018-06-19,2018,June,1,,1,,,,,Drowning,32.953662,12.875107
2018.MMP00721,2018-06-19,2018,June,5,95,100,5,,,2,Drowning,32.953662,12.875107
2018.MMP00722,2018-06-19,2018,June,,70,70,60,,,,Drowning,32.95695106,13.08834147
2018.MMP00727,2018-06-20,2018,June,,50,50,,,,,Drowning,32.90694021,13.71392042
2018.MMP00728,2018-06-20,2018,June,1,,1,82,,,,Drowning,33.54689117,13.46412883
2018.MMP00736,2018-06-21,2018,June,26,,26,,,,,Drowning,32.80583535,12.87910508
2018.MMP00758,2018-06-24,2018,June,,4,4,97,,,,Drowning,33.25551697,12.53741273
2018.MMP00759,2018-06-24,2018,June,8,,8,,,,,Drowning,32.81284113,12.89416351
